"id"	"city_id"	"city_name"	"prov_id"	"created_at"	"updated_at"
"53"	"53"	"PAKPAK BHARAT"	"2"		
"54"	"54"	"TEBING TINGGI"	"2"		
"55"	"55"	"BINJAI"	"2"		
"56"	"56"	"TANJUNG BALAI"	"2"		
"57"	"57"	"DHARMASRAYA"	"3"		
"58"	"58"	"SOLOK SELATAN"	"3"		
"59"	"59"	"SIJUNJUNG (SAWAH LUNTO SIJUNJUNG)"	"3"		
"60"	"60"	"PASAMAN BARAT"	"3"		
"61"	"61"	"SOLOK"	"3"		
"62"	"62"	"PASAMAN"	"3"		
"63"	"63"	"PARIAMAN"	"3"		
"64"	"64"	"TANAH DATAR"	"3"		
"65"	"65"	"PADANG PARIAMAN"	"3"		
"66"	"66"	"PESISIR SELATAN"	"3"		
"67"	"67"	"PADANG"	"3"		
"68"	"68"	"SAWAH LUNTO"	"3"		
"69"	"69"	"LIMA PULUH KOTO / KOTA"	"3"		
"70"	"70"	"AGAM"	"3"		
"71"	"71"	"PAYAKUMBUH"	"3"		
"72"	"72"	"BUKITTINGGI"	"3"		
"73"	"73"	"PADANG PANJANG"	"3"		
"74"	"74"	"KEPULAUAN MENTAWAI"	"3"		
"75"	"75"	"INDRAGIRI HILIR"	"4"		
"76"	"76"	"KUANTAN SINGINGI"	"4"		
"77"	"77"	"PELALAWAN"	"4"		
"78"	"78"	"PEKANBARU"	"4"		
"79"	"79"	"ROKAN HILIR"	"4"		
"80"	"80"	"BENGKALIS"	"4"		
"81"	"81"	"INDRAGIRI HULU"	"4"		
"82"	"82"	"ROKAN HULU"	"4"		
"83"	"83"	"KAMPAR"	"4"		
"84"	"84"	"KEPULAUAN MERANTI"	"4"		
"85"	"85"	"DUMAI"	"4"		
"86"	"86"	"SIAK"	"4"		
"87"	"87"	"TEBO"	"5"		
"88"	"88"	"TANJUNG JABUNG BARAT"	"5"		
"89"	"89"	"MUARO JAMBI"	"5"		
"90"	"90"	"KERINCI"	"5"		
"91"	"91"	"MERANGIN"	"5"		
"92"	"92"	"BUNGO"	"5"		
"93"	"93"	"TANJUNG JABUNG TIMUR"	"5"		
"94"	"94"	"SUNGAIPENUH"	"5"		
"95"	"95"	"BATANG HARI"	"5"		
"96"	"96"	"JAMBI"	"5"		
"97"	"97"	"SAROLANGUN"	"5"		
"98"	"98"	"PALEMBANG"	"6"		
"99"	"99"	"LAHAT"	"6"		
"100"	"100"	"OGAN KOMERING ULU TIMUR"	"6"		
"101"	"101"	"MUSI BANYUASIN"	"6"		
"102"	"102"	"PAGAR ALAM"	"6"		
"103"	"103"	"OGAN KOMERING ULU SELATAN"	"6"		
"104"	"104"	"BANYUASIN"	"6"		
"105"	"105"	"MUSI RAWAS"	"6"		
"106"	"106"	"MUARA ENIM"	"6"		
"107"	"107"	"OGAN KOMERING ULU"	"6"		
"108"	"108"	"OGAN KOMERING ILIR"	"6"		
"109"	"109"	"EMPAT LAWANG"	"6"		
"110"	"110"	"LUBUK LINGGAU"	"6"		
"111"	"111"	"PRABUMULIH"	"6"		
"112"	"112"	"OGAN ILIR"	"6"		
"113"	"113"	"BENGKULU TENGAH"	"7"		
"114"	"114"	"REJANG LEBONG"	"7"		
"115"	"115"	"MUKO MUKO"	"7"		
"116"	"116"	"KAUR"	"7"		
"117"	"117"	"BENGKULU UTARA"	"7"		
"118"	"118"	"LEBONG"	"7"		
"119"	"119"	"KEPAHIANG"	"7"		
"120"	"120"	"BENGKULU SELATAN"	"7"		
"121"	"121"	"SELUMA"	"7"		
"122"	"122"	"BENGKULU"	"7"		
"123"	"123"	"LAMPUNG UTARA"	"8"		
"124"	"124"	"WAY KANAN"	"8"		
"125"	"125"	"LAMPUNG TENGAH"	"8"		
"126"	"126"	"MESUJI"	"8"		
"127"	"127"	"PRINGSEWU"	"8"		
"128"	"128"	"LAMPUNG TIMUR"	"8"		
"129"	"129"	"LAMPUNG SELATAN"	"8"		
"130"	"130"	"TULANG BAWANG"	"8"		
"131"	"131"	"TULANG BAWANG BARAT"	"8"		
"132"	"132"	"TANGGAMUS"	"8"		
"133"	"133"	"LAMPUNG BARAT"	"8"		
"134"	"134"	"PESISIR BARAT"	"8"		
"135"	"135"	"PESAWARAN"	"8"		
"136"	"136"	"BANDAR LAMPUNG"	"8"		
"137"	"137"	"METRO"	"8"		
"138"	"138"	"BELITUNG"	"9"		
"139"	"139"	"BELITUNG TIMUR"	"9"		
"140"	"140"	"BANGKA"	"9"		
"141"	"141"	"BANGKA SELATAN"	"9"		
"142"	"142"	"BANGKA BARAT"	"9"		
"143"	"143"	"PANGKAL PINANG"	"9"		
"144"	"144"	"BANGKA TENGAH"	"9"		
"145"	"145"	"KEPULAUAN ANAMBAS"	"10"		
"146"	"146"	"BINTAN"	"10"		
"147"	"147"	"NATUNA"	"10"		
"148"	"148"	"BATAM"	"10"		
"149"	"149"	"TANJUNG PINANG"	"10"		
"150"	"150"	"KARIMUN"	"10"		
"151"	"151"	"LINGGA"	"10"		
"152"	"152"	"JAKARTA UTARA"	"11"		
"153"	"153"	"JAKARTA BARAT"	"11"		
"154"	"154"	"JAKARTA TIMUR"	"11"		
"155"	"155"	"JAKARTA SELATAN"	"11"		
"156"	"156"	"JAKARTA PUSAT"	"11"		
"157"	"157"	"KEPULAUAN SERIBU"	"11"		
"158"	"158"	"DEPOK"	"12"		
"159"	"159"	"KARAWANG"	"12"		
"160"	"160"	"CIREBON"	"12"		
"161"	"161"	"BANDUNG"	"12"		
"162"	"162"	"SUKABUMI"	"12"		
"163"	"163"	"SUMEDANG"	"12"		
"164"	"164"	"INDRAMAYU"	"12"		
"165"	"165"	"MAJALENGKA"	"12"		
"166"	"166"	"KUNINGAN"	"12"		
"167"	"167"	"TASIKMALAYA"	"12"		
"168"	"168"	"CIAMIS"	"12"		
"169"	"169"	"SUBANG"	"12"		
"170"	"170"	"PURWAKARTA"	"12"		
"171"	"171"	"BOGOR"	"12"		
"172"	"172"	"BEKASI"	"12"		
"173"	"173"	"GARUT"	"12"		
"174"	"174"	"PANGANDARAN"	"12"		
"175"	"175"	"CIANJUR"	"12"		
"176"	"176"	"BANJAR"	"12"		
"177"	"177"	"BANDUNG BARAT"	"12"		
"178"	"178"	"CIMAHI"	"12"		
"179"	"179"	"PURBALINGGA"	"13"		
"180"	"180"	"KEBUMEN"	"13"		
"181"	"181"	"MAGELANG"	"13"		
"182"	"182"	"CILACAP"	"13"		
"183"	"183"	"BATANG"	"13"		
"184"	"184"	"BANJARNEGARA"	"13"		
"185"	"185"	"BLORA"	"13"		
"186"	"186"	"BREBES"	"13"		
"187"	"187"	"BANYUMAS"	"13"		
"188"	"188"	"WONOSOBO"	"13"		
"189"	"189"	"TEGAL"	"13"		
"190"	"190"	"PURWOREJO"	"13"		
"191"	"191"	"PATI"	"13"		
"192"	"192"	"SUKOHARJO"	"13"		
"193"	"193"	"KARANGANYAR"	"13"		
"194"	"194"	"PEKALONGAN"	"13"		
"195"	"195"	"PEMALANG"	"13"		
"196"	"196"	"BOYOLALI"	"13"		
"197"	"197"	"GROBOGAN"	"13"		
"198"	"198"	"SEMARANG"	"13"		
"199"	"199"	"DEMAK"	"13"		
"200"	"200"	"REMBANG"	"13"		
"201"	"201"	"KLATEN"	"13"		
"202"	"202"	"KUDUS"	"13"		
"203"	"203"	"TEMANGGUNG"	"13"		
"204"	"204"	"SRAGEN"	"13"		
"205"	"205"	"JEPARA"	"13"		
"206"	"206"	"WONOGIRI"	"13"		
"207"	"207"	"KENDAL"	"13"		
"208"	"208"	"SURAKARTA (SOLO)"	"13"		
"209"	"209"	"SALATIGA"	"13"		
"210"	"210"	"SLEMAN"	"14"		
"211"	"211"	"BANTUL"	"14"		
"212"	"212"	"YOGYAKARTA"	"14"		
"213"	"213"	"GUNUNG KIDUL"	"14"		
"214"	"214"	"KULON PROGO"	"14"		
"215"	"215"	"GRESIK"	"15"		
"216"	"216"	"KEDIRI"	"15"		
"217"	"217"	"SAMPANG"	"15"		
"218"	"218"	"BANGKALAN"	"15"		
"219"	"219"	"SUMENEP"	"15"		
"220"	"220"	"SITUBONDO"	"15"		
"221"	"221"	"SURABAYA"	"15"		
"222"	"222"	"JEMBER"	"15"		
"223"	"223"	"PAMEKASAN"	"15"		
"224"	"224"	"JOMBANG"	"15"		
"225"	"225"	"PROBOLINGGO"	"15"		
"226"	"226"	"BANYUWANGI"	"15"		
"227"	"227"	"PASURUAN"	"15"		
"228"	"228"	"BOJONEGORO"	"15"		
"229"	"229"	"BONDOWOSO"	"15"		
"230"	"230"	"MAGETAN"	"15"		
"231"	"231"	"LUMAJANG"	"15"		
"232"	"232"	"MALANG"	"15"		
"233"	"233"	"BLITAR"	"15"		
"234"	"234"	"SIDOARJO"	"15"		
"235"	"235"	"LAMONGAN"	"15"		
"236"	"236"	"PACITAN"	"15"		
"237"	"237"	"TULUNGAGUNG"	"15"		
"238"	"238"	"MOJOKERTO"	"15"		
"239"	"239"	"MADIUN"	"15"		
"240"	"240"	"PONOROGO"	"15"		
"241"	"241"	"NGAWI"	"15"		
"242"	"242"	"NGANJUK"	"15"		
"243"	"243"	"TUBAN"	"15"		
"244"	"244"	"TRENGGALEK"	"15"		
"245"	"245"	"BATU"	"15"		
"246"	"246"	"TANGERANG"	"16"		
"247"	"247"	"SERANG"	"16"		
"248"	"248"	"PANDEGLANG"	"16"		
"249"	"249"	"LEBAK"	"16"		
"250"	"250"	"TANGERANG SELATAN"	"16"		
"251"	"251"	"CILEGON"	"16"		
"252"	"252"	"KLUNGKUNG"	"17"		
"253"	"253"	"KARANGASEM"	"17"		
"254"	"254"	"BANGLI"	"17"		
"255"	"255"	"TABANAN"	"17"		
"256"	"256"	"GIANYAR"	"17"		
"257"	"257"	"BADUNG"	"17"		
"258"	"258"	"JEMBRANA"	"17"		
"259"	"259"	"BULELENG"	"17"		
"260"	"260"	"DENPASAR"	"17"		
"261"	"261"	"MATARAM"	"18"		
"262"	"262"	"DOMPU"	"18"		
"263"	"263"	"SUMBAWA BARAT"	"18"		
"264"	"264"	"SUMBAWA"	"18"		
"265"	"265"	"LOMBOK TENGAH"	"18"		
"266"	"266"	"LOMBOK TIMUR"	"18"		
"267"	"267"	"LOMBOK UTARA"	"18"		
"268"	"268"	"LOMBOK BARAT"	"18"		
"269"	"269"	"BIMA"	"18"		
"270"	"270"	"TIMOR TENGAH SELATAN"	"19"		
"271"	"271"	"FLORES TIMUR"	"19"		
"272"	"272"	"ALOR"	"19"		
"273"	"273"	"ENDE"	"19"		
"274"	"274"	"NAGEKEO"	"19"		
"275"	"275"	"KUPANG"	"19"		
"276"	"276"	"SIKKA"	"19"		
"277"	"277"	"NGADA"	"19"		
"278"	"278"	"TIMOR TENGAH UTARA"	"19"		
"279"	"279"	"BELU"	"19"		
"280"	"280"	"LEMBATA"	"19"		
"281"	"281"	"SUMBA BARAT DAYA"	"19"		
"282"	"282"	"SUMBA BARAT"	"19"		
"283"	"283"	"SUMBA TENGAH"	"19"		
"284"	"284"	"SUMBA TIMUR"	"19"		
"285"	"285"	"ROTE NDAO"	"19"		
"286"	"286"	"MANGGARAI TIMUR"	"19"		
"287"	"287"	"MANGGARAI"	"19"		
"288"	"288"	"SABU RAIJUA"	"19"		
"289"	"289"	"MANGGARAI BARAT"	"19"		
"290"	"290"	"LANDAK"	"20"		
"291"	"291"	"KETAPANG"	"20"		
"292"	"292"	"SINTANG"	"20"		
"293"	"293"	"KUBU RAYA"	"20"		
"294"	"294"	"PONTIANAK"	"20"		
"295"	"295"	"KAYONG UTARA"	"20"		
"296"	"296"	"BENGKAYANG"	"20"		
"297"	"297"	"KAPUAS HULU"	"20"		
"298"	"298"	"SAMBAS"	"20"		
"299"	"299"	"SINGKAWANG"	"20"		
"300"	"300"	"SANGGAU"	"20"		
"301"	"301"	"MELAWI"	"20"		
"302"	"302"	"SEKADAU"	"20"		
"303"	"303"	"KOTAWARINGIN TIMUR"	"21"		
"304"	"304"	"SUKAMARA"	"21"		
"305"	"305"	"KOTAWARINGIN BARAT"	"21"		
"306"	"306"	"BARITO TIMUR"	"21"		
"307"	"307"	"KAPUAS"	"21"		
"308"	"308"	"PULANG PISAU"	"21"		
"309"	"309"	"LAMANDAU"	"21"		
"310"	"310"	"SERUYAN"	"21"		
"311"	"311"	"KATINGAN"	"21"		
"312"	"312"	"BARITO SELATAN"	"21"		
"313"	"313"	"MURUNG RAYA"	"21"		
"314"	"314"	"BARITO UTARA"	"21"		
"315"	"315"	"GUNUNG MAS"	"21"		
"316"	"316"	"PALANGKA RAYA"	"21"		
"317"	"317"	"TAPIN"	"22"		
"318"	"318"	"BANJAR"	"22"		
"319"	"319"	"HULU SUNGAI TENGAH"	"22"		
"320"	"320"	"TABALONG"	"22"		
"321"	"321"	"HULU SUNGAI UTARA"	"22"		
"322"	"322"	"BALANGAN"	"22"		
"323"	"323"	"TANAH BUMBU"	"22"		
"324"	"324"	"BANJARMASIN"	"22"		
"325"	"325"	"KOTABARU"	"22"		
"326"	"326"	"TANAH LAUT"	"22"		
"327"	"327"	"HULU SUNGAI SELATAN"	"22"		
"328"	"328"	"BARITO KUALA"	"22"		
"329"	"329"	"BANJARBARU"	"22"		
"330"	"330"	"KUTAI BARAT"	"23"		
"331"	"331"	"SAMARINDA"	"23"		
"332"	"332"	"PASER"	"23"		
"333"	"333"	"KUTAI KARTANEGARA"	"23"		
"334"	"334"	"BERAU"	"23"		
"335"	"335"	"PENAJAM PASER UTARA"	"23"		
"336"	"336"	"BONTANG"	"23"		
"337"	"337"	"KUTAI TIMUR"	"23"		
"338"	"338"	"BALIKPAPAN"	"23"		
"339"	"339"	"MALINAU"	"24"		
"340"	"340"	"NUNUKAN"	"24"		
"341"	"341"	"BULUNGAN (BULONGAN)"	"24"		
"342"	"342"	"TANA TIDUNG"	"24"		
"343"	"343"	"TARAKAN"	"24"		
"344"	"344"	"BOLAANG MONGONDOW (BOLMONG)"	"25"		
"345"	"345"	"BOLAANG MONGONDOW SELATAN"	"25"		
"346"	"346"	"MINAHASA SELATAN"	"25"		
"347"	"347"	"BITUNG"	"25"		
"348"	"348"	"MINAHASA"	"25"		
"349"	"349"	"KEPULAUAN SANGIHE"	"25"		
"350"	"350"	"MINAHASA UTARA"	"25"		
"351"	"351"	"KEPULAUAN TALAUD"	"25"		
"352"	"352"	"KEPULAUAN SIAU TAGULANDANG BIARO (SITARO)"	"25"		
"353"	"353"	"MANADO"	"25"		
"354"	"354"	"BOLAANG MONGONDOW UTARA"	"25"		
"355"	"355"	"BOLAANG MONGONDOW TIMUR"	"25"		
"356"	"356"	"MINAHASA TENGGARA"	"25"		
"357"	"357"	"KOTAMOBAGU"	"25"		
"358"	"358"	"TOMOHON"	"25"		
"359"	"359"	"BANGGAI KEPULAUAN"	"26"		
"360"	"360"	"TOLI-TOLI"	"26"		
"361"	"361"	"PARIGI MOUTONG"	"26"		
"362"	"362"	"BUOL"	"26"		
"363"	"363"	"DONGGALA"	"26"		
"364"	"364"	"POSO"	"26"		
"365"	"365"	"MOROWALI"	"26"		
"366"	"366"	"TOJO UNA-UNA"	"26"		
"367"	"367"	"BANGGAI"	"26"		
"368"	"368"	"SIGI"	"26"		
"369"	"369"	"PALU"	"26"		
"370"	"370"	"MAROS"	"27"		
"371"	"371"	"WAJO"	"27"		
"372"	"372"	"BONE"	"27"		
"373"	"373"	"SOPPENG"	"27"		
"374"	"374"	"SIDENRENG RAPPANG / RAPANG"	"27"		
"375"	"375"	"TAKALAR"	"27"		
"376"	"376"	"BARRU"	"27"		
"377"	"377"	"LUWU TIMUR"	"27"		
"378"	"378"	"SINJAI"	"27"		
"379"	"379"	"PANGKAJENE KEPULAUAN"	"27"		
"380"	"380"	"PINRANG"	"27"		
"381"	"381"	"JENEPONTO"	"27"		
"382"	"382"	"PALOPO"	"27"		
"383"	"383"	"TORAJA UTARA"	"27"		
"384"	"384"	"LUWU"	"27"		
"385"	"385"	"BULUKUMBA"	"27"		
"386"	"386"	"MAKASSAR"	"27"		
"387"	"387"	"SELAYAR (KEPULAUAN SELAYAR)"	"27"		
"388"	"388"	"TANA TORAJA"	"27"		
"389"	"389"	"LUWU UTARA"	"27"		
"390"	"390"	"BANTAENG"	"27"		
"391"	"391"	"GOWA"	"27"		
"392"	"392"	"ENREKANG"	"27"		
"393"	"393"	"PAREPARE"	"27"		
"394"	"394"	"KOLAKA"	"28"		
"395"	"395"	"MUNA"	"28"		
"396"	"396"	"KONAWE SELATAN"	"28"		
"397"	"397"	"KENDARI"	"28"		
"398"	"398"	"KONAWE"	"28"		
"399"	"399"	"KONAWE UTARA"	"28"		
"400"	"400"	"KOLAKA UTARA"	"28"		
"401"	"401"	"BUTON"	"28"		
"402"	"402"	"BOMBANA"	"28"		
"403"	"403"	"WAKATOBI"	"28"		
"404"	"404"	"BAU-BAU"	"28"		
"405"	"405"	"BUTON UTARA"	"28"		
"406"	"406"	"GORONTALO UTARA"	"29"		
"407"	"407"	"BONE BOLANGO"	"29"		
"408"	"408"	"GORONTALO"	"29"		
"409"	"409"	"BOALEMO"	"29"		
"410"	"410"	"POHUWATO"	"29"		
"411"	"411"	"MAJENE"	"30"		
"412"	"412"	"MAMUJU"	"30"		
"413"	"413"	"MAMUJU UTARA"	"30"		
"414"	"414"	"POLEWALI MANDAR"	"30"		
"415"	"415"	"MAMASA"	"30"		
"416"	"416"	"MALUKU TENGGARA BARAT"	"31"		
"417"	"417"	"MALUKU TENGGARA"	"31"		
"418"	"418"	"SERAM BAGIAN BARAT"	"31"		
"419"	"419"	"MALUKU TENGAH"	"31"		
"420"	"420"	"SERAM BAGIAN TIMUR"	"31"		
"421"	"421"	"MALUKU BARAT DAYA"	"31"		
"422"	"422"	"AMBON"	"31"		
"423"	"423"	"BURU"	"31"		
"424"	"424"	"BURU SELATAN"	"31"		
"425"	"425"	"KEPULAUAN ARU"	"31"		
"426"	"426"	"TUAL"	"31"		
"427"	"427"	"HALMAHERA BARAT"	"32"		
"428"	"428"	"TIDORE KEPULAUAN"	"32"		
"429"	"429"	"TERNATE"	"32"		
"430"	"430"	"PULAU MOROTAI"	"32"		
"431"	"431"	"KEPULAUAN SULA"	"32"		
"432"	"432"	"HALMAHERA SELATAN"	"32"		
"433"	"433"	"HALMAHERA TENGAH"	"32"		
"434"	"434"	"HALMAHERA TIMUR"	"32"		
"435"	"435"	"HALMAHERA UTARA"	"32"		
"436"	"436"	"YALIMO"	"33"		
"437"	"437"	"DOGIYAI"	"33"		
"438"	"438"	"ASMAT"	"33"		
"439"	"439"	"JAYAPURA"	"33"		
"440"	"440"	"PANIAI"	"33"		
"441"	"441"	"MAPPI"	"33"		
"442"	"442"	"TOLIKARA"	"33"		
"443"	"443"	"PUNCAK JAYA"	"33"		
"444"	"444"	"PEGUNUNGAN BINTANG"	"33"		
"445"	"445"	"JAYAWIJAYA"	"33"		
"446"	"446"	"LANNY JAYA"	"33"		
"447"	"447"	"NDUGA"	"33"		
"448"	"448"	"BIAK NUMFOR"	"33"		
"449"	"449"	"KEPULAUAN YAPEN (YAPEN WAROPEN)"	"33"		
"450"	"450"	"PUNCAK"	"33"		
"451"	"451"	"INTAN JAYA"	"33"		
"452"	"452"	"WAROPEN"	"33"		
"453"	"453"	"NABIRE"	"33"		
"454"	"454"	"MIMIKA"	"33"		
"455"	"455"	"BOVEN DIGOEL"	"33"		
"456"	"456"	"YAHUKIMO"	"33"		
"457"	"457"	"SARMI"	"33"		
"458"	"458"	"MERAUKE"	"33"		
"459"	"459"	"DEIYAI (DELIYAI)"	"33"		
"460"	"460"	"KEEROM"	"33"		
"461"	"461"	"SUPIORI"	"33"		
"462"	"462"	"MAMBERAMO RAYA"	"33"		
"463"	"463"	"MAMBERAMO TENGAH"	"33"		
"464"	"464"	"RAJA AMPAT"	"34"		
"465"	"465"	"MANOKWARI SELATAN"	"34"		
"466"	"466"	"MANOKWARI"	"34"		
"467"	"467"	"KAIMANA"	"34"		
"468"	"468"	"MAYBRAT"	"34"		
"469"	"469"	"SORONG SELATAN"	"34"		
"470"	"470"	"FAKFAK"	"34"		
"471"	"471"	"PEGUNUNGAN ARFAK"	"34"		
"472"	"472"	"TAMBRAUW"	"34"		
"473"	"473"	"SORONG"	"34"		
"474"	"474"	"TELUK WONDAMA"	"34"		
"475"	"475"	"TELUK BINTUNI"	"34"		
